unique	total	date	branch	files	subject
0	1	2026-05-29	feat/12.5.1-extract-gemini-safety-docs	src/services/gemini/safetyDocs.test.ts,src/services/gemini/safetyDocs.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini safety docs (PTS + report) ÔÇö split step 9
0	1	2026-05-29	feat/12.5.1-extract-gemini-emergency	src/services/gemini/emergency.test.ts,src/services/gemini/emergency.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini emergency planning ÔÇö split step 8
0	1	2026-05-29	feat/12.5.1-extract-gemini-suggestions	src/services/gemini/suggestions.test.ts,src/services/gemini/suggestions.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini proactive suggestions ÔÇö split step 7
0	1	2026-05-29	feat/12.5.1-extract-gemini-risk	src/services/gemini/risk.test.ts,src/services/gemini/risk.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini risk analysis bundle ÔÇö split step 6
0	1	2026-05-29	feat/12.5.1-extract-gemini-vision	src/services/gemini/vision.test.ts,src/services/gemini/vision.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini vision/multimodal ÔÇö split step 5
0	1	2026-05-28	feat/12.5.1-extract-gemini-pii	src/services/gemini/pii.test.ts,src/services/gemini/pii.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini PII redaction ÔÇö split step 2
0	1	2026-05-28	fix/555-rebase-pii-onto-main	src/services/gemini/pii.test.ts,src/services/gemini/pii.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini PII redaction ÔÇö split step 2
0	1	2026-05-28	chore/normalize-emergency-overlay-crlf	src/components/shared/EmergencyOverlay.tsx	chore(crlf): normalize EmergencyOverlay.tsx line endings (CRLFÔåÆLF)
0	1	2026-05-28	feat/12.5.1-extract-gemini-parsing	src/services/gemini/parsing.test.ts,src/services/gemini/parsing.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini parsing + retry ÔÇö split step 3
0	1	2026-05-28	feat/12.7.6-suseso-monthly-report	src/services/suseso/monthlyReport.test.ts,src/services/suseso/monthlyReport.ts	feat(┬º12.7.6): SUSESO monthly report builder
0	1	2026-05-28	chore/gitattributes-crlf-normalization	.gitattributes	chore: add .gitattributes for CRLF normalization cross-platform
0	1	2026-05-28	rescue/450-final-geofence-plan-suseso	docs/architecture-decisions/PLAN_MAESTRO_2026-Q3.md,src/services/geofence/polygonUtils.test.ts,src/services/geofence/polygonUtils.ts,src/services/suseso/cumplimientoCalculator.test.ts,src/services/suseso/cumplimientoCalculator.ts	feat: rescue #450 11/N ÔÇö Geofence polygon + PLAN_MAESTRO 192 nodos + cumplimientoSUSESO
0	1	2026-05-28	fix/a11y-errorboundary-landmark-rescue-2026-05-28	src/components/shared/ErrorBoundary.tsx,src/components/shared/ErrorFallback.tsx	fix(a11y): ErrorBoundary + ErrorFallback expose <main> landmark + h1
4	4	2026-05-28	fix/c11-type-sweep-consolidated-rescue-2026-05-28	src/components/risk-network/RiskNetworkHealth.tsx,src/components/telemetry/IoTEventsFeed.tsx,src/services/billing/appleTransactionValidator.ts,src/services/billing/googlePlayValidator.ts,src/services/billing/khipuAdapter.ts,src/services/billing/webpayAdapter.ts	fix(types): C11 sweep Firestore adapters (workPermits + exceptions)
0	1	2026-05-28	feat/social-recognition-muro-rescue-2026-05-28	src/services/socialRecognition/wallEngine.test.ts,src/services/socialRecognition/wallEngine.ts	feat(social): ┬º12.7.3 Reconocimiento social Muro Din├ímico
0	1	2026-05-28	feat/contextual-actions-humanbody-rescue-2026-05-28	src/services/medical/bodyRoutineGenerator.test.ts,src/services/medical/bodyRoutineGenerator.ts,src/services/zettelkasten/contextualActions.test.ts,src/services/zettelkasten/contextualActions.ts	feat: ┬º12.7.2 contextual actions + ┬º12.6.5 HumanBodyViewer rutinas auto-gen
0	1	2026-05-28	feat/coach-persona-selector-rescue-2026-05-28	src/services/coach/personaSelector.test.ts,src/services/coach/personaSelector.ts	feat(coach): ┬º12.6.1 persona selector GeminiChat ÔÇö 5 personas + DS 44 awareness
0	1	2026-05-28	feat/bloque-7-multijurisdiccion-skeletons-rescue-2026-05-28	src/services/compliance/adapters/au/index.ts,src/services/compliance/adapters/ca/index.ts,src/services/compliance/adapters/in/index.ts,src/services/compliance/adapters/index.ts,src/services/compliance/adapters/jp/index.ts,src/services/compliance/adapters/jurisdictionErrors.ts	feat(compliance): Bloque 7 frontend ÔÇö esqueletos 6 pa├¡ses multi-jurisdicci├│n
0	1	2026-05-28	feat/iot-failure-scoring-rescue-2026-05-28	src/services/compliance/normativeAuditLog.test.ts,src/services/compliance/normativeAuditLog.ts,src/services/iot/probabilityFailureScoring.test.ts,src/services/iot/probabilityFailureScoring.ts	feat: ┬º12.7.4 IoT failure scoring + ┬º12.4.3 audit log normativa
0	1	2026-05-28	audit/webauthn-credentialid-base64url-rescue-2026-05-28	src/services/auth/webauthnCredentialStore.test.ts,src/services/auth/webauthnCredentialStore.ts	audit(webauthn): H25b.1 ÔÇö pin base64url credentialId contract (Bloque 1.5)
0	1	2026-05-28	feat/fcm-sw-config-buildtime-rescue-2026-05-28	public/firebase-messaging-sw.js,vite.config.ts	fix(security): FCM SW config injected at build time (Bloque 1.8)
0	1	2026-05-27	feat/zk-smart-actions-proto-1-rescue-2026-05-27	src/services/zettelkasten/smartActions.test.ts,src/services/zettelkasten/smartActions.ts	feat: ┬º12.1.6 5 smart actions Zettelkasten proto-1
0	1	2026-05-27	feat/distributed-lock-c14-rescue-2026-05-27	src/server/sync/distributedLock.test.ts,src/server/sync/distributedLock.ts	feat(sync): distributedLock helper Firestore-backed per-tenant ├ù per-resource (Bloque 5.4 / C14)
0	1	2026-05-27	fix/landing-mascot-crash-followup-520	src/pages/LandingPage.tsx	fix(landing): Codex P1 ÔÇö use raw <img> for mascot to avoid useAppMode crash
0	2	2026-05-27	feat/guardian-mascot-landing-page	src/pages/LandingPage.tsx	fix(landing): Codex P1 ÔÇö use raw <img> for mascot to avoid useAppMode crash
0	1	2026-05-27	feat/module-groups-10-bucket-taxonomy	src/components/dashboard/moduleGroups.ts	feat(dashboard): 10-bucket module taxonomy ÔÇö Sprint B 3/4
0	1	2026-05-27	feat/guardian-mascot-with-moods	src/components/dashboard/DashboardHero.tsx	feat(dashboard): wire Guardi├ín mascot to DashboardHero ÔÇö Sprint B 2/4
0	1	2026-05-27	feat/wire-suntracker-dashboard-and-correct-f2-audit	docs/stubs-inventory.md,src/pages/Dashboard.tsx	feat(dashboard): wire SunTrackerContainer + corregir F2 orphan audit (v2 + Codex P2)
0	1	2026-05-27	fix/p0-security-bundle-codex-followup-518	src/__tests__/server/ds67ds76.audit.test.ts,src/server/routes/ds67ds76.ts,src/server/routes/dte.ts,src/server/routes/reports.ts,src/server/routes/sitebookSignRoutes.ts,src/server/routes/suseso.ts	fix(security): address Codex 6 findings ÔÇö real SQLite encryption + correct audit contract + safe RP_ID fallback
0	1	2026-05-27	feat/module-carousel-inline-submenu	src/components/dashboard/ModuleGroupsGrid.tsx	feat(dashboard): module carousel with inline submenu drawer ÔÇö Sprint B
2	2	2026-05-27	feat/wire-weather-safety-recommendations-dashboard	docs/stubs-inventory.md,src/components/WeatherSafetyRecommendations.tsx,src/pages/Dashboard.tsx	fix(dashboard): address Codex P2 ÔÇö unavailable gate + uv field + auth header
0	1	2026-05-27	fix/typecheck-unblock-rescue-450-stubs	src/hooks/useRiskRanking.ts,src/hooks/useShiftHandover.ts,src/hooks/useStoppage.ts,src/services/zettelkasten/types.ts	fix(typecheck): unblock CI ÔÇö stub hooks + RiskNodeType extension for rescue-450 orphans
0	2	2026-05-27	fix/p0-security-bundle	android/app/src/main/AndroidManifest.xml,scripts/precommit-allowbackup-guard.cjs,scripts/precommit-allowbackup-guard.test.cjs,src/__tests__/server/ds67ds76.audit.test.ts,src/server/routes/ds67ds76.ts,src/server/routes/dte.ts	fix(security): address Codex 6 findings ÔÇö real SQLite encryption + correct audit contract + safe RP_ID fallback
2	2	2026-05-27	fix/p0-crypto-ids-math-random-removal	src/__tests__/server/apprenticeship.test.ts,src/__tests__/server/commute.test.ts,src/__tests__/server/confidentialReports.test.ts,src/__tests__/server/drivingSafety.test.ts,src/__tests__/server/evacuationHeadcount.test.ts,src/__tests__/server/leadership.test.ts	fix(security): address Codex P1+P2 + CodeQL ÔÇö use crypto.randomUUID() directly, full UUID
0	1	2026-05-27	docs/reconciliation-and-rules-13-20	ARCHITECTURE.md,CLAUDE.md,TODO.md,docs/api-routes.md,docs/stubs-inventory.md,scripts/precommit-stub-guard.cjs	docs(reconciliation): rules 13-20 + stub inventory + doc sync (CLAUDE/ARCHITECTURE/TODO)
1	2	2026-05-26	fix/f8-csp-nonce-regex-robustness	server.ts,src/server/middleware/stampCspNonce.test.ts,src/server/middleware/stampCspNonce.ts	Merge branch 'main' into fix/f8-csp-nonce-regex-robustness
1	2	2026-05-26	feat/rescue-450-ops-dashboards	src/components/cost/CostScenarioCard.tsx,src/components/cost/CostSimulator.tsx,src/components/riskRanking/RiskTimeseriesChart.tsx,src/components/riskRanking/TopRisksDashboardCard.tsx,src/components/riskRanking/WeakControlsDashboardCard.tsx,src/components/shiftHandover/ShiftHandoverHistoryList.tsx	Merge branch 'main' into feat/rescue-450-ops-dashboards
1	2	2026-05-26	feat/rescue-450-compliance-suite	src/components/industry/IndustryNormsSummary.tsx,src/components/industry/IndustrySelectorWizard.tsx,src/components/legalCalendar/LegalCalendarView.tsx,src/components/legalCalendar/LegalObligationCard.test.tsx,src/components/legalCalendar/LegalObligationCard.tsx,src/data/industryIPER.ts	Merge branch 'main' into feat/rescue-450-compliance-suite
1	2	2026-05-26	feat/rescue-450-field-ops-safety	src/components/equipment/EquipmentAdminPanel.tsx,src/components/equipment/EquipmentQRScannerEntry.tsx,src/components/equipment/PreUseChecklistMobile.tsx,src/components/evacuation/EvacuationDashboard.tsx,src/components/evacuation/EvacuationQRScanner.tsx,src/components/hazmat/HazmatCompatibilityAlert.tsx	Merge branch 'main' into feat/rescue-450-field-ops-safety
1	2	2026-05-26	feat/rescue-450-epp-flow	src/components/eppFlow/EppInspectionForm.tsx,src/components/eppFlow/PendingPurchaseOrdersPanel.tsx,src/components/eppFlow/PurchaseOrderSignModal.tsx,src/hooks/useEppFlow.ts,src/server/routes/eppFlow.test.ts,src/server/routes/eppFlow.ts	Merge branch 'main' into feat/rescue-450-epp-flow
1	2	2026-05-26	feat/rescue-450-horometro	server.ts,src/components/horometro/HorometroEntryForm.tsx,src/components/horometro/MaintenanceCompleteForm.tsx,src/components/horometro/MaintenanceTaskList.tsx,src/hooks/useHorometro.ts,src/server/routes/horometro.test.ts	Merge branch 'main' into feat/rescue-450-horometro
1	2	2026-05-26	feat/rescue-450-incident-flow	src/components/incidentFlow/AssignedMicrotrainingCard.tsx,src/components/incidentFlow/IncidentReportForm.tsx,src/components/incidentFlow/InvestigationPanel.tsx,src/components/incidentFlow/LessonPublishForm.tsx,src/components/incidentFlow/PDCAClosePanel.tsx,src/hooks/useIncidentFlow.ts	Merge branch 'main' into feat/rescue-450-incident-flow
1	2	2026-05-26	feat/rescue-450-lone-worker	src/components/loneWorker/LoneWorkerAdminPanel.tsx,src/components/loneWorker/LoneWorkerCheckInWidget.tsx,src/hooks/useLoneWorker.ts,src/server/routes/loneWorker.test.ts,src/server/routes/loneWorker.ts,src/services/loneWorker/manDownTimer.test.ts	Merge branch 'main' into feat/rescue-450-lone-worker
1	2	2026-05-26	feat/rescue-450-change-mgmt	src/components/changeMgmt/AcknowledgmentBanner.tsx,src/components/changeMgmt/ChangeDeclarationForm.tsx,src/components/changeMgmt/MOCStatusPanel.tsx,src/hooks/useOperationalChange.ts,src/server/routes/operationalChange.test.ts,src/server/routes/operationalChange.ts	Merge branch 'main' into feat/rescue-450-change-mgmt
1	2	2026-05-26	feat/rescue-451-sprint-k-12-engines	src/hooks/usePredictiveAlerts.ts,src/hooks/useProjectComparator.ts,src/hooks/usePymeOnboarding.ts,src/hooks/usePymeWizard.ts,src/hooks/useRefuges.ts,src/hooks/useReportsAutomation.ts	Merge branch 'main' into feat/rescue-451-sprint-k-12-engines
0	1	2026-05-26	feat/rescue-451-pin-sign	server.ts,src/__tests__/contracts/ds44Migration.test.ts,src/__tests__/contracts/sentryConfig.test.ts,src/components/pinSign/PinSignModal.tsx,src/hooks/usePinSign.ts,src/server/routes/pinSign.test.ts	feat(fase-4G+contracts): F.25 PIN Sign + 5 tests de contrato anti-drift
0	1	2026-05-26	feat/b3-complete-bearer-migration	src/components/settings/WebAuthnKeysSection.tsx,src/pages/Settings.webauthn.test.tsx,src/services/auth/webauthnClient.ts	feat(auth): finish B3 ÔÇö apiAuthHeader migration for WebAuthn register flow
0	1	2026-05-26	feat/b2-webauthn-compliance-signing	src/components/compliance/Ds67Builder.tsx,src/components/compliance/Ds76Builder.tsx,src/components/suseso/SusesoFormBuilder.tsx,src/services/auth/webauthnComplianceSign.ts	fix(security): replace 3 WebAuthn STUBs in compliance builders (plan v2 B2)
0	1	2026-05-26	fix/server-mount-order	server.ts,src/__tests__/server/serverMountOrder.test.ts	fix(server): SPA catch-all shadowed /api/billing, /api/subscription, /api/dte, /api/curriculum, /api/auth, /api/sitebook + several /api/sprint-k mounts
0	1	2026-05-26	feat/rescue-450-server-tests	src/__tests__/server/import.test.ts,src/__tests__/server/onboarding.test.ts	test(server): add import + onboarding contract tests [rescue #450 10/N]
0	1	2026-05-26	feat/rescue-450-audit-portal	server.ts,src/components/auditPortal/PortalManager.tsx,src/components/auditPortal/PortalPublicView.tsx,src/hooks/useExternalAuditPortal.ts,src/server/routes/externalAuditPortal.test.ts,src/server/routes/externalAuditPortal.ts	feat(audit-portal): externalAuditPortal HTTP surface + Portal UI (recovery #450 1/N)
0	1	2026-05-26	feat/rescue-451-todo-and-archive	TODO.md,docs/archive/2026-05/README.md	docs(todo): ┬º16 carry-over 50 propuestas archive + archive README (recovery #451)
0	1	2026-05-26	feat/rescue-451-fase3b-cleanup	src/components/engineering/HazmatStorageDesigner.tsx,src/components/engineering/StructuralCalculator.tsx,src/pages/BioAnalysis.tsx	chore(audit-cross-check): cleanup stale TODO Sprint 10+ in addNode wires (Fase 3.B)
0	1	2026-05-26	feat/rescue-451-sse-medical-split	src/hooks/useStreamedGuardian.test.ts,src/hooks/useStreamedGuardian.ts,src/services/gemini/_shared.ts,src/services/geminiBackend.ts,src/services/medicalAnalysisBackend.ts	feat(streaming+split): SSE Gemini client + medicalAnalysis split
0	1	2026-05-26	feat/rescue-451-coach-ia-domains	server.ts,src/components/coach/DomainPromptCatalog.tsx,src/hooks/useMedicalCatalogs.ts,src/hooks/useRegulatoryFramework.ts,src/server/routes/medicalCatalogs.test.ts,src/server/routes/medicalCatalogs.ts	feat(fase-3): wire jurisdicciones + Coach IA 5 dominios + medical catalogs
0	1	2026-05-26	feat/rescue-451-openapi-spec	docs/api/openapi.yaml,docs/security/PGP_GENERATION.md,public/.well-known/pgp-key.asc,src/__tests__/contracts/openapiCoverage.test.ts	docs(api): OpenAPI v1 spec + contract test + PGP procedure + TODO cleanup
0	1	2026-05-26	feat/rescue-451-arch-bridges	src/services/rag/safeNormativeQuery.test.ts,src/services/rag/safeNormativeQuery.ts,src/services/sensorBus/sensorBus.test.ts,src/services/sensorBus/sensorBus.ts,src/services/sync/conflictQueue.test.ts,src/services/sync/conflictQueue.ts	feat(critical): implementar 3 puentes arquitect├│nicos cr├¡ticos ┬º12.2
0	1	2026-05-26	feat/rescue-451-session-8h	src/__tests__/server/webauthnRegister.test.ts,src/server/middleware/verifyAuth.test.ts,src/server/middleware/verifyAuth.ts,tests/e2e/landing.spec.ts	fix(auth): session expiration 8h + fix flaky webauthn test + reactivar landing E2E
0	1	2026-05-26	feat/rescue-451-battery-advisor	src/services/auth/customClaims.test.ts,src/services/auth/customClaims.ts,src/services/auth/projectMembership.ts,src/services/battery/batteryAdvisor.test.ts,src/services/battery/batteryAdvisor.ts	feat(perf+auth): batteryAdvisor + assignedSiteIds custom claim fast-path
0	1	2026-05-26	claude/codex-r5-kek-tenantid	src/server/routes/maintenance.ts,src/services/security/kekRotationOrchestrator.test.ts,src/services/security/kekRotationOrchestrator.ts	fix(security): codex round-5 ÔÇö KEK lock entropy + tenantId blank guard
0	1	2026-05-26	claude/ci-unblock-b3-b4-flaky	src/hooks/_fetchUtils.ts,src/lib/apiAuth.ts,src/services/criticalControls/controlValidationsStore.firestore.test.ts,src/services/geminiService.ts,src/services/rootCause/rootCauseStore.firestore.test.ts,src/services/slm/orchestrator.ts	fix(ci): unblock Firestore stores flaky + B3 apiAuthHeader migration (3 services)
0	1	2026-05-26	claude/firestore-indices-audit	firestore.indexes.json	chore(firestore): add 16 missing composite indexes (plan v2 B13 audit)
0	1	2026-05-26	claude/maintenance-codex-r4-followup	src/server/routes/maintenance.ts,src/services/security/kekRotationOrchestrator.test.ts,src/services/security/kekRotationOrchestrator.ts	fix(maintenance): codex round-4 ÔÇö kek lock guard + all-failed FCM + tenant-scoped work_permits
12	12	2026-05-26	claude/claude-md-docs-lzrMT	.env.example,CLAUDE.md,TODO.md,docs/architecture-decisions/0005-nodeodm-agpl-backend-only.md,docs/architecture-decisions/0018-webxr-renamed.md,docs/audits/COMPONENTS_TRIAGE.md	docs(billing): update stripe-tombstone note (plan A22)
0	1	2026-05-24	feature/moc-iso45001-approval-workflow-2026-05-24	src/components/changeMgmt/ChangeWorkflowActions.test.tsx,src/components/changeMgmt/ChangeWorkflowActions.tsx,src/components/changeMgmt/ReasonModal.tsx,src/pages/OperationalChanges.tsx,src/services/changeMgmt/operationalChangeService.ts,src/services/changeMgmt/operationalChangeWorkflow.test.ts	feat(moc): ISO 45001 ┬º8.1.3 approval workflow + modal UX
0	1	2026-05-24	feature/sitebook-webauthn-signing-2026-05-24	server.ts,src/pages/SiteBook.tsx,src/server/routes/sitebookSign.test.ts,src/server/routes/sitebookSign.ts,src/server/routes/sitebookSignRoutes.ts,src/services/siteBook/siteBookService.ts	feat(sitebook): WebAuthn ECDSA-P256 firma electr├│nica avanzada (DS 76)
2	2	2026-05-24	fix/test-suite-stability-2026-05-24	src/contexts/EmergencyContext.meshFallback.test.tsx,src/services/ai/colorBasedEppDetector.test.ts,src/services/ai/colorBasedEppDetector.ts,src/services/ai/eppDetectorOnDevice.ts,src/services/normativa/locationNormativa.test.ts,src/services/normativa/locationNormativa.ts	test(suite): unblock 5 pre-existing test failures (meshFallback + EPP detector)
0	1	2026-05-24	feature/fase-b6-i18n-batch4-2026-05-24	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/AuditPortals.tsx,src/pages/DocumentReadConfirm.tsx,src/pages/LegalCalendar.tsx	feat(i18n): batch4 final ÔÇö LegalCalendar + SafetyTalks + AuditPortals + DocumentReadConfirm
3	3	2026-05-24	feature/fase-b6-i18n-batch3-2026-05-24	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ConsistencyAudit.tsx,src/pages/OperationalChanges.tsx,src/pages/ShiftHandover.tsx	feat(i18n): OperationalChanges sweep (Fase B.6 batch3 4/4)
2	2	2026-05-24	feature/fase-b6-i18n-batch2-2026-05-24	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/CriticalControlsView.tsx,src/pages/ExceptionsAudit.tsx,src/pages/RootCauseInvestigation.tsx	feat(i18n): CriticalControls + RootCause sweep ES/EN/PT-BR (Fase B.6 batch2 2-3/3)
0	1	2026-05-24	feature/fase-d2-usdz-visual-improvements-2026-05-23	src/services/digitalTwin/onDeviceReconstruction/usdzExporter.test.ts,src/services/digitalTwin/onDeviceReconstruction/usdzExporter.ts	feat(digital-twin): USDZ gamma correction + unlit material (Fase D.2)
0	1	2026-05-24	feature/fase-b5-adopt-active-filters-2026-05-23	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ExceptionsAudit.tsx,src/pages/LoneWorkerMonitor.tsx,src/pages/StoppageMonitor.tsx	perf: adopt subscribeActive* server-side filters in 3 vidas-criticas pages (Fase B.5)
2	2	2026-05-23	feature/fase-b6-i18n-vidas-criticas-2026-05-23	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/LoneWorkerMonitor.tsx,src/pages/StoppageMonitor.tsx	feat(i18n): LoneWorkerMonitor full sweep ES/EN/PT-BR (Fase B.6 cont.)
0	1	2026-05-23	feature/fase-d1-midas-infra-2026-05-23	public/models/README.md,src/services/digitalTwin/onDeviceReconstruction/index.ts,src/services/digitalTwin/onDeviceReconstruction/midasDepthEstimator.test.ts,src/services/digitalTwin/onDeviceReconstruction/midasDepthEstimator.ts,src/services/digitalTwin/onDeviceReconstruction/pointCloudBuilder.ts	feat(digital-twin): MiDaS depth ML on-device infra (Fase D.1)
0	1	2026-05-23	feature/fase-c3-emulator-tests-2026-05-23	src/services/criticalControls/controlValidationsStore.firestore.test.ts,src/services/firestore/createProjectScopedStore.firestore.test.ts,src/services/rootCause/rootCauseStore.firestore.test.ts,src/services/siteBook/siteBookCounter.firestore.test.ts	test(emulator): Fase C.3 ÔÇö activeFilter + rootCause + controlValidations + siteBook counter
0	1	2026-05-23	feature/fase-b4-migrate-stores-2026-05-23	src/services/auditPortal/auditPortalStore.ts,src/services/changeMgmt/operationalChangeStore.ts,src/services/exceptions/exceptionStore.ts,src/services/legalCalendar/legalCalendarStore.ts,src/services/loneWorker/loneWorkerStore.ts,src/services/readReceipts/readReceiptStore.ts	refactor: migrate 10 stores to createProjectScopedStore factory
18	30	2026-05-23	integration/sprint-k-batch2-2026-05-23	.github/workflows/e2e.yml,playwright.config.ts,scripts/compute-slm-sha256.mjs,src/components/ProjectHealthCheck.tsx,src/components/compliance/ConsentBanner.tsx,src/components/compliance/Ds67Builder.tsx	fix Card.tsx gsap matchMedia ContextFunc typecheck
20	23	2026-05-23	integration/sprint-k-fase-abcd-2026-05-23	.github/workflows/ci.yml,TODO.md,src/__tests__/contracts/noServerSidePhotogrammetry.test.ts,src/__tests__/contracts/projectScopedStoresContract.test.ts,src/components/ai/VisionAnalyzer.tsx,src/components/digital-twin/ReconstructionArLink.tsx	merge into integration branch: 2.18 EPP detector real ColorBasedEppDetector + ZK auto
13	13	2026-05-23	feature/createProjectScopedStore-helper-2026-05-23	.github/workflows/ci.yml,src/__tests__/contracts/projectScopedStoresContract.test.ts,src/components/layout/Sidebar.tsx,src/components/layout/sidebarMenuGroups.test.ts,src/components/layout/sidebarMenuGroups.ts,src/components/shared/ProjectScopedPage.test.tsx	perf(contexts): useMemo en 3 providers restantes (wave 8/8 completo)
1	1	2026-05-23	fix/sprint-k-talks-audit-portal-2026-05-23	src/components/layout/Sidebar.tsx,src/pages/AuditPortals.tsx,src/pages/SafetyTalks.tsx,src/routes/ComplianceRoutes.tsx,src/services/auditPortal/auditPortalStore.ts,src/services/safetyTalks/safetyTalksStore.ts	feat(sprint-k): wire UI SafetyTalks + AuditPortals ÔÇö ├║ltimos 2 servicios orphan
1	1	2026-05-23	fix/sprint-k-talks-changes-custody-2026-05-23	src/components/layout/Sidebar.tsx,src/pages/LegalCalendar.tsx,src/pages/OperationalChanges.tsx,src/routes/ComplianceRoutes.tsx,src/services/changeMgmt/operationalChangeStore.ts,src/services/legalCalendar/legalCalendarStore.ts	feat(sprint-k): wire UI OperationalChanges (MOC) + LegalCalendar (DS 76)
1	1	2026-05-23	fix/sprint-k-equipment-shift-sitebook-2026-05-23	src/components/layout/Sidebar.tsx,src/pages/ShiftHandover.tsx,src/pages/SiteBook.tsx,src/routes/OperationsRoutes.tsx,src/services/shiftHandover/shiftHandoverStore.ts,src/services/siteBook/siteBookStore.ts	feat(sprint-k): wire UI SiteBook (DS 76) + ShiftHandover
1	1	2026-05-23	fix/sprint-k-consistency-audit-2026-05-23	src/components/layout/Sidebar.tsx,src/pages/ConsistencyAudit.tsx,src/routes/ComplianceRoutes.tsx,src/services/consistency/consistencyStateBuilder.test.ts,src/services/consistency/consistencyStateBuilder.ts	feat(sprint-k): wire UI ConsistencyAudit ÔÇö 12 reglas auditor entre m├│dulos
1	1	2026-05-23	fix/2.20-residuals-and-sprint-k-2026-05-23	src/components/layout/Sidebar.tsx,src/hooks/useInvoicePolling.ts,src/hooks/usePushNotifications.ts,src/pages/B2dAdminPanel.tsx,src/pages/DocumentReadConfirm.tsx,src/pages/ImportData.tsx	feat: ┬º2.20 residuals + Sprint K DocumentReadConfirm wire UI
1	1	2026-05-23	fix/2.20-bearer-migration-batch-2026-05-23	src/components/ProjectHealthCheck.tsx,src/components/compliance/ConsentBanner.tsx,src/components/compliance/Ds67Builder.tsx,src/components/compliance/Ds76Builder.tsx,src/components/curriculum/ClaimForm.tsx,src/components/curriculum/ClaimStatus.tsx	refactor(2.20): batch migrate 73 callers BearerÔåÆapiAuthHeader
1	1	2026-05-23	fix/sprint-k-exceptions-page-2026-05-23	src/components/layout/Sidebar.tsx,src/pages/ExceptionsAudit.tsx,src/routes/ComplianceRoutes.tsx,src/services/exceptions/exceptionStore.ts	feat(sprint-k): wire UI ExceptionsAudit ÔÇö excepciones documentadas
1	1	2026-05-23	fix/sprint-k-lone-worker-page-2026-05-23	src/components/layout/Sidebar.tsx,src/pages/LoneWorkerMonitor.tsx,src/routes/EmergencyRoutes.tsx,src/services/loneWorker/loneWorkerStore.ts	feat(sprint-k): wire UI LoneWorkerMonitor ÔÇö trabajo solitario + escalamiento
6	6	2026-05-23	fix/2.28-digital-twin-ui-honesty-2026-05-22	TODO.md,src/__tests__/contracts/noServerSidePhotogrammetry.test.ts,src/components/digital-twin/ReconstructionArLink.tsx,src/pages/DigitalTwinFaena.tsx,src/services/digitalTwin/onDeviceReconstruction/frameExtractor.ts,src/services/digitalTwin/onDeviceReconstruction/glbExporter.ts	feat(2.28): USDZ export para iOS AR Quick Look ÔÇö cierra el path iOS
1	1	2026-05-22	fix/typecheck-residual-2026-05-22	src/components/layout/Sidebar.tsx,src/components/shared/Card.tsx,src/pages/CriticalControlsView.tsx,src/pages/RootCauseInvestigation.tsx,src/routes/RiskRoutes.tsx,src/services/criticalControls/controlValidationsStore.ts	feat(sprint-k): wire UI CriticalControls + RootCause + fix Card typecheck
1	1	2026-05-22	fix/sprint-k-vidas-criticas-pages-2026-05-22	src/components/layout/Sidebar.tsx,src/pages/StoppageMonitor.tsx,src/routes/EmergencyRoutes.tsx,src/services/stoppage/stoppageStore.ts	feat(sprint-k): wire UI StoppageMonitor ÔÇö paralizaciones vidas cr├¡ticas
1	1	2026-05-22	fix/2.18-vision-on-device-wire-2026-05-22	src/components/ai/VisionAnalyzer.tsx,src/services/ai/colorBasedEppDetector.test.ts,src/services/ai/colorBasedEppDetector.ts,src/services/ai/eppDetectorOnDevice.ts	feat(2.18): VisionAnalyzer wire al EPP detector ON-DEVICE real
3	3	2026-05-22	fix/2.9-outbox-conflict-resolution-2026-05-22	scripts/compute-slm-sha256.mjs,src/components/sync/ConflictResolutionDrawer.test.tsx,src/components/sync/ConflictResolutionDrawer.tsx	fix(2.9): CodeQL HIGH alert ÔÇö regex injection en compute-slm-sha256.mjs
4	4	2026-05-22	fix/2.24-auth-emulator-2026-05-21	.github/workflows/e2e.yml,playwright.config.ts,src/contexts/FirebaseContext.tsx,src/services/firebase.ts,tests/e2e/fall-detection-toggle.spec.ts,tests/e2e/fixtures/auth.ts	fix(2.24): signInBrowserViaCustomToken via window flag (no browser dynamic import)
